condition,error_type,rank,path,dataset,source_class,label,prediction,probability
clean,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.99951171875
clean,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img160993.jpg,WildFake_demo,real,0,1,0.99951171875
clean,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img163818.jpg,WildFake_demo,real,0,1,0.9990234375
clean,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img161581.jpg,WildFake_demo,real,0,1,0.9990234375
clean,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161863.jpg,WildFake_demo,real,0,1,0.998046875
clean,false_positive,6,WildFake_demo/Images/Real/coco/coco2017/val2017/img160075.jpg,WildFake_demo,real,0,1,0.998046875
clean,false_positive,7,WildFake_demo/Images/Real/coco/coco2017/val2017/img159707.jpg,WildFake_demo,real,0,1,0.99755859375
clean,false_positive,8,WildFake_demo/Images/Real/coco/coco2017/val2017/img162732.jpg,WildFake_demo,real,0,1,0.99755859375
clean,false_positive,9,WildFake_demo/Images/Real/coco/coco2017/val2017/img159228.jpg,WildFake_demo,real,0,1,0.99755859375
clean,false_positive,10,WildFake_demo/Images/Real/coco/coco2017/val2017/img159852.jpg,WildFake_demo,real,0,1,0.9970703125
clean,false_positive,11,WildFake_demo/Images/Real/coco/coco2017/val2017/img160671.jpg,WildFake_demo,real,0,1,0.99658203125
clean,false_positive,12,WildFake_demo/Images/Real/coco/coco2017/val2017/img163864.jpg,WildFake_demo,real,0,1,0.99658203125
clean,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0004804134368896
clean,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0005035400390625
clean,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0006141662597656
clean,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/129c9496f9fb40acffb64cbdafcdb889.jpg,WildFake_demo,full_synthetic,1,0,0.0006384849548339
clean,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/c5097ad662b67c9af001724e3a102d3c.jpg,WildFake_demo,full_synthetic,1,0,0.0006613731384277
clean,false_negative,6,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0007319450378417
clean,false_negative,7,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.0007886886596679
clean,false_negative,8,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.0008039474487304
clean,false_negative,9,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0008134841918945
clean,false_negative,10,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/be72f166363120651f31542d4daed408.jpg,WildFake_demo,full_synthetic,1,0,0.00089693069458
clean,false_negative,11,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/f3969cbaa698d69874ad67eda89fc187.jpg,WildFake_demo,full_synthetic,1,0,0.0009002685546875
clean,false_negative,12,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/45d5e8397ec19935f3c5c76ee3dd5b73.jpg,WildFake_demo,full_synthetic,1,0,0.001103401184082
jpeg_90,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.99853515625
jpeg_90,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.99365234375
jpeg_90,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img161863.jpg,WildFake_demo,real,0,1,0.99169921875
jpeg_90,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.98681640625
jpeg_90,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img163762.jpg,WildFake_demo,real,0,1,0.98681640625
jpeg_90,false_positive,6,WildFake_demo/Images/Real/coco/coco2017/val2017/img160071.jpg,WildFake_demo,real,0,1,0.986328125
jpeg_90,false_positive,7,WildFake_demo/Images/Real/coco/coco2017/val2017/img163785.jpg,WildFake_demo,real,0,1,0.98388671875
jpeg_90,false_positive,8,WildFake_demo/Images/Real/coco/coco2017/val2017/img159852.jpg,WildFake_demo,real,0,1,0.966796875
jpeg_90,false_positive,9,WildFake_demo/Images/Real/coco/coco2017/val2017/img161810.jpg,WildFake_demo,real,0,1,0.96435546875
jpeg_90,false_positive,10,WildFake_demo/Images/Real/coco/coco2017/val2017/img161767.jpg,WildFake_demo,real,0,1,0.9453125
jpeg_90,false_positive,11,WildFake_demo/Images/Real/coco/coco2017/val2017/img162560.jpg,WildFake_demo,real,0,1,0.94091796875
jpeg_90,false_positive,12,WildFake_demo/Images/Real/coco/coco2017/val2017/img160373.jpg,WildFake_demo,real,0,1,0.91943359375
jpeg_90,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0005726814270019
jpeg_90,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0006117820739746
jpeg_90,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0007123947143554
jpeg_90,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0007915496826171
jpeg_90,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0008425712585449
jpeg_90,false_negative,6,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.0008726119995117
jpeg_90,false_negative,7,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/f3969cbaa698d69874ad67eda89fc187.jpg,WildFake_demo,full_synthetic,1,0,0.000889778137207
jpeg_90,false_negative,8,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/c5097ad662b67c9af001724e3a102d3c.jpg,WildFake_demo,full_synthetic,1,0,0.0010004043579101
jpeg_90,false_negative,9,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.0010862350463867
jpeg_90,false_negative,10,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/45d5e8397ec19935f3c5c76ee3dd5b73.jpg,WildFake_demo,full_synthetic,1,0,0.0011157989501953
jpeg_90,false_negative,11,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/8dbb41af9bc49f7f5c7e260b6450472a.jpg,WildFake_demo,full_synthetic,1,0,0.0015544891357421
jpeg_90,false_negative,12,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/5291ff2fe7643f30864ac9748d20c1ea.jpg,WildFake_demo,full_synthetic,1,0,0.0015668869018554
jpeg_70,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.98779296875
jpeg_70,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.98193359375
jpeg_70,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img163785.jpg,WildFake_demo,real,0,1,0.97802734375
jpeg_70,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.9599609375
jpeg_70,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161332.jpg,WildFake_demo,real,0,1,0.90966796875
jpeg_70,false_positive,6,WildFake_demo/Images/Real/coco/coco2017/val2017/img159698.jpg,WildFake_demo,real,0,1,0.88427734375
jpeg_70,false_positive,7,WildFake_demo/Images/Real/coco/coco2017/val2017/img160293.jpg,WildFake_demo,real,0,1,0.8759765625
jpeg_70,false_positive,8,WildFake_demo/Images/Real/coco/coco2017/val2017/img161531.jpg,WildFake_demo,real,0,1,0.8564453125
jpeg_70,false_positive,9,WildFake_demo/Images/Real/coco/coco2017/val2017/img159852.jpg,WildFake_demo,real,0,1,0.84521484375
jpeg_70,false_positive,10,WildFake_demo/Images/Real/coco/coco2017/val2017/img162560.jpg,WildFake_demo,real,0,1,0.7998046875
jpeg_70,false_positive,11,WildFake_demo/Images/Real/coco/coco2017/val2017/img163634.jpg,WildFake_demo,real,0,1,0.78125
jpeg_70,false_positive,12,WildFake_demo/Images/Real/coco/coco2017/val2017/img161457.jpg,WildFake_demo,real,0,1,0.7802734375
jpeg_70,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0003125667572021
jpeg_70,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0003459453582763
jpeg_70,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0003726482391357
jpeg_70,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0006461143493652
jpeg_70,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/c5097ad662b67c9af001724e3a102d3c.jpg,WildFake_demo,full_synthetic,1,0,0.0006823539733886
jpeg_70,false_negative,6,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.0007238388061523
jpeg_70,false_negative,7,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/f3969cbaa698d69874ad67eda89fc187.jpg,WildFake_demo,full_synthetic,1,0,0.0007352828979492
jpeg_70,false_negative,8,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0008072853088378
jpeg_70,false_negative,9,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.0008201599121093
jpeg_70,false_negative,10,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/f4cf1a720f9da74cf4d233ffd9247362.jpg,WildFake_demo,full_synthetic,1,0,0.0009889602661132
jpeg_70,false_negative,11,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/45d5e8397ec19935f3c5c76ee3dd5b73.jpg,WildFake_demo,full_synthetic,1,0,0.001169204711914
jpeg_70,false_negative,12,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/d1c317f2429de20b96a2effdeab4215b.jpg,WildFake_demo,full_synthetic,1,0,0.0012063980102539
jpeg_50,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.99365234375
jpeg_50,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img161332.jpg,WildFake_demo,real,0,1,0.7734375
jpeg_50,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.76611328125
jpeg_50,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img158984.jpg,WildFake_demo,real,0,1,0.73828125
jpeg_50,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.6982421875
jpeg_50,false_positive,6,WildFake_demo/Images/Real/coco/coco2017/val2017/img160254.jpg,WildFake_demo,real,0,1,0.55859375
jpeg_50,false_positive,7,WildFake_demo/Images/Real/coco/coco2017/val2017/img163043.jpg,WildFake_demo,real,0,1,0.54150390625
jpeg_50,false_positive,8,WildFake_demo/Images/Real/coco/coco2017/val2017/img159698.jpg,WildFake_demo,real,0,1,0.52880859375
jpeg_50,false_positive,9,WildFake_demo/Images/Real/coco/coco2017/val2017/img163785.jpg,WildFake_demo,real,0,1,0.43798828125
jpeg_50,false_positive,10,WildFake_demo/Images/Real/coco/coco2017/val2017/img161722.jpg,WildFake_demo,real,0,1,0.425537109375
jpeg_50,false_positive,11,WildFake_demo/Images/Real/coco/coco2017/val2017/img159244.jpg,WildFake_demo,real,0,1,0.4013671875
